iso3,country,year,education_classification,labor force (thousands)
BGR,Bulgaria,2008,Education (Aggregate levels): Basic,565.9325
BGR,Bulgaria,2008,Education (Aggregate levels): Intermediate,2097.2091
BGR,Bulgaria,2008,Education (Aggregate levels): Advanced,877.0236
BGR,Bulgaria,2009,Education (Aggregate levels): Total,3491.6265
BGR,Bulgaria,2009,Education (Aggregate levels): Less than basic,14.7501
BGR,Bulgaria,2009,Education (Aggregate levels): Basic,541.2145
BGR,Bulgaria,2009,Education (Aggregate levels): Intermediate,2051.0626
BGR,Bulgaria,2009,Education (Aggregate levels): Advanced,884.5993
BGR,Bulgaria,2010,Education (Aggregate levels): Total,3427.6026
BGR,Bulgaria,2010,Education (Aggregate levels): Less than basic,14.3792
BGR,Bulgaria,2010,Education (Aggregate levels): Basic,489.4671
BGR,Bulgaria,2010,Education (Aggregate levels): Intermediate,2039.6851
BGR,Bulgaria,2010,Education (Aggregate levels): Advanced,884.0712
BGR,Bulgaria,2011,Education (Aggregate levels): Total,3341.4187
BGR,Bulgaria,2011,Education (Aggregate levels): Less than basic,14.5206
BGR,Bulgaria,2011,Education (Aggregate levels): Basic,447.1695
BGR,Bulgaria,2011,Education (Aggregate levels): Intermediate,2005.4793
BGR,Bulgaria,2011,Education (Aggregate levels): Advanced,874.2494
BGR,Bulgaria,2012,Education (Aggregate levels): Total,3344.3212
BGR,Bulgaria,2012,Education (Aggregate levels): Less than basic,14.5737
BGR,Bulgaria,2012,Education (Aggregate levels): Basic,429.6389
BGR,Bulgaria,2012,Education (Aggregate levels): Intermediate,2010.645
BGR,Bulgaria,2012,Education (Aggregate levels): Advanced,889.4635
BGR,Bulgaria,2013,Education (Aggregate levels): Total,3371.1931
BGR,Bulgaria,2013,Education (Aggregate levels): Less than basic,15.3182
BGR,Bulgaria,2013,Education (Aggregate levels): Basic,421.6063
BGR,Bulgaria,2013,Education (Aggregate levels): Intermediate,1985.9154
BGR,Bulgaria,2013,Education (Aggregate levels): Advanced,948.3531
BGR,Bulgaria,2014,Education (Aggregate levels): Total,3365.8936
BGR,Bulgaria,2014,Education (Aggregate levels): Less than basic,15.5977
BGR,Bulgaria,2014,Education (Aggregate levels): Basic,446.3946
BGR,Bulgaria,2014,Education (Aggregate levels): Intermediate,1906.8029
BGR,Bulgaria,2014,Education (Aggregate levels): Advanced,997.0984
BGR,Bulgaria,2015,Education (Aggregate levels): Total,3336.9691
BGR,Bulgaria,2015,Education (Aggregate levels): Less than basic,12.0164
BGR,Bulgaria,2015,Education (Aggregate levels): Basic,417.2304
BGR,Bulgaria,2015,Education (Aggregate levels): Intermediate,1889.6272
BGR,Bulgaria,2015,Education (Aggregate levels): Advanced,1018.095
BGR,Bulgaria,2016,Education (Aggregate levels): Total,3264.0414
BGR,Bulgaria,2016,Education (Aggregate levels): Less than basic,10.5791
BGR,Bulgaria,2016,Education (Aggregate levels): Basic,390.6209
BGR,Bulgaria,2016,Education (Aggregate levels): Intermediate,1849.3909
BGR,Bulgaria,2016,Education (Aggregate levels): Advanced,1013.4506
BGR,Bulgaria,2017,Education (Aggregate levels): Total,3357.2003
BGR,Bulgaria,2017,Education (Aggregate levels): Less than basic,11.48
BGR,Bulgaria,2017,Education (Aggregate levels): Basic,404.446
BGR,Bulgaria,2017,Education (Aggregate levels): Intermediate,1920.7482
BGR,Bulgaria,2017,Education (Aggregate levels): Advanced,1020.5261
BGR,Bulgaria,2018,Education (Aggregate levels): Total,3325.9916
BGR,Bulgaria,2018,Education (Aggregate levels): Less than basic,13.8615
BGR,Bulgaria,2018,Education (Aggregate levels): Basic,404.0385
BGR,Bulgaria,2018,Education (Aggregate levels): Intermediate,1887.1935
BGR,Bulgaria,2018,Education (Aggregate levels): Advanced,1020.8981
BIH,Bosnia and Herzegovina,2006,Education (Aggregate levels): Total,1176.9347
BIH,Bosnia and Herzegovina,2006,Education (Aggregate levels): Less than basic,298.3666
BIH,Bosnia and Herzegovina,2006,Education (Aggregate levels): Basic,411.3858
BIH,Bosnia and Herzegovina,2006,Education (Aggregate levels): Intermediate,464.439
BIH,Bosnia and Herzegovina,2006,Education (Aggregate levels): Advanced,2.7433
BIH,Bosnia and Herzegovina,2007,Education (Aggregate levels): Total,1196.315
BIH,Bosnia and Herzegovina,2007,Education (Aggregate levels): Less than basic,122.9023
BIH,Bosnia and Herzegovina,2007,Education (Aggregate levels): Basic,166.9497
BIH,Bosnia and Herzegovina,2007,Education (Aggregate levels): Intermediate,828.6346
BIH,Bosnia and Herzegovina,2007,Education (Aggregate levels): Advanced,77.8284
BIH,Bosnia and Herzegovina,2008,Education (Aggregate levels): Total,1162.2728
BIH,Bosnia and Herzegovina,2008,Education (Aggregate levels): Less than basic,120.769
BIH,Bosnia and Herzegovina,2008,Education (Aggregate levels): Basic,158.3784
BIH,Bosnia and Herzegovina,2008,Education (Aggregate levels): Intermediate,803.2177
BIH,Bosnia and Herzegovina,2008,Education (Aggregate levels): Advanced,79.9077
BIH,Bosnia and Herzegovina,2009,Education (Aggregate levels): Total,1131.557
BIH,Bosnia and Herzegovina,2009,Education (Aggregate levels): Less than basic,106.6772
BIH,Bosnia and Herzegovina,2009,Education (Aggregate levels): Basic,152.3952
BIH,Bosnia and Herzegovina,2009,Education (Aggregate levels): Intermediate,784.0487
BIH,Bosnia and Herzegovina,2009,Education (Aggregate levels): Advanced,88.436
BIH,Bosnia and Herzegovina,2010,Education (Aggregate levels): Total,1153.7495
BIH,Bosnia and Herzegovina,2010,Education (Aggregate levels): Less than basic,89.467
BIH,Bosnia and Herzegovina,2010,Education (Aggregate levels): Basic,147.1897
BIH,Bosnia and Herzegovina,2010,Education (Aggregate levels): Intermediate,809.1258
BIH,Bosnia and Herzegovina,2010,Education (Aggregate levels): Advanced,107.967
BIH,Bosnia and Herzegovina,2011,Education (Aggregate levels): Total,1126.8395
BIH,Bosnia and Herzegovina,2011,Education (Aggregate levels): Less than basic,86.4201
BIH,Bosnia and Herzegovina,2011,Education (Aggregate levels): Basic,146.1931
BIH,Bosnia and Herzegovina,2011,Education (Aggregate levels): Intermediate,773.9124
BIH,Bosnia and Herzegovina,2011,Education (Aggregate levels): Advanced,120.3139
BIH,Bosnia and Herzegovina,2012,Education (Aggregate levels): Total,1130.2758
BIH,Bosnia and Herzegovina,2012,Education (Aggregate levels): Less than basic,81.8893
BIH,Bosnia and Herzegovina,2012,Education (Aggregate levels): Basic,147.6195
BIH,Bosnia and Herzegovina,2012,Education (Aggregate levels): Intermediate,778.3264
BIH,Bosnia and Herzegovina,2012,Education (Aggregate levels): Advanced,122.4407
BIH,Bosnia and Herzegovina,2014,Education (Aggregate levels): Total,1120.3082
BIH,Bosnia and Herzegovina,2014,Education (Aggregate levels): Less than basic,59.5634
BIH,Bosnia and Herzegovina,2014,Education (Aggregate levels): Basic,141.8455
BIH,Bosnia and Herzegovina,2014,Education (Aggregate levels): Intermediate,769.5848
BIH,Bosnia and Herzegovina,2014,Education (Aggregate levels): Advanced,149.3145
BIH,Bosnia and Herzegovina,2015,Education (Aggregate levels): Total,1136.1677
BIH,Bosnia and Herzegovina,2015,Education (Aggregate levels): Less than basic,60.6744
BIH,Bosnia and Herzegovina,2015,Education (Aggregate levels): Basic,145.5194
BIH,Bosnia and Herzegovina,2015,Education (Aggregate levels): Intermediate,788.6707
BIH,Bosnia and Herzegovina,2015,Education (Aggregate levels): Advanced,141.3032
BIH,Bosnia and Herzegovina,2016,Education (Aggregate levels): Total,1073.9554
BIH,Bosnia and Herzegovina,2016,Education (Aggregate levels): Less than basic,49.7742
BIH,Bosnia and Herzegovina,2016,Education (Aggregate levels): Basic,131.9462
BIH,Bosnia and Herzegovina,2016,Education (Aggregate levels): Intermediate,741.7143
BIH,Bosnia and Herzegovina,2016,Education (Aggregate levels): Advanced,150.5208
BIH,Bosnia and Herzegovina,2017,Education (Aggregate levels): Total,1026.3372
BIH,Bosnia and Herzegovina,2017,Education (Aggregate levels): Less than basic,45.4827
BIH,Bosnia and Herzegovina,2017,Education (Aggregate levels): Basic,128.1775
BIH,Bosnia and Herzegovina,2017,Education (Aggregate levels): Intermediate,729.1805
BIH,Bosnia and Herzegovina,2017,Education (Aggregate levels): Advanced,123.4965
BIH,Bosnia and Herzegovina,2018,Education (Aggregate levels): Total,1007.9017
BIH,Bosnia and Herzegovina,2018,Education (Aggregate levels): Less than basic,48.5713
BIH,Bosnia and Herzegovina,2018,Education (Aggregate levels): Basic,103.7144
BIH,Bosnia and Herzegovina,2018,Education (Aggregate levels): Intermediate,726.6936
BIH,Bosnia and Herzegovina,2018,Education (Aggregate levels): Advanced,128.9224
BLR,Belarus,2016,Education (Aggregate levels): Total,5163.551
BLR,Belarus,2016,Education (Aggregate levels): Less than basic,0.166
BLR,Belarus,2016,Education (Aggregate levels): Basic,68.744
BLR,Belarus,2016,Education (Aggregate levels): Intermediate,2346.405
BLR,Belarus,2016,Education (Aggregate levels): Advanced,2748.236
BLR,Belarus,2017,Education (Aggregate levels): Total,5195.25
BLR,Belarus,2017,Education (Aggregate levels): Less than basic,0.109
BLR,Belarus,2017,Education (Aggregate levels): Basic,77.004
BLR,Belarus,2017,Education (Aggregate levels): Intermediate,2334.992
BLR,Belarus,2017,Education (Aggregate levels): Advanced,2783.145
BLR,Belarus,2018,Education (Aggregate levels): Total,5141.611
BLR,Belarus,2018,Education (Aggregate levels): Less than basic,0.217
BLR,Belarus,2018,Education (Aggregate levels): Basic,76.342
BLR,Belarus,2018,Education (Aggregate levels): Intermediate,2274.238
BLR,Belarus,2018,Education (Aggregate levels): Advanced,2790.813
CYP,Cyprus,2000,Education (Aggregate levels): Total,309.0931
CYP,Cyprus,2000,Education (Aggregate levels): Basic,104.0214
CYP,Cyprus,2000,Education (Aggregate levels): Intermediate,119.1609
CYP,Cyprus,2000,Education (Aggregate levels): Advanced,85.9108
CYP,Cyprus,2001,Education (Aggregate levels): Total,322.3507
CYP,Cyprus,2001,Education (Aggregate levels): Less than basic,11.7872
CYP,Cyprus,2001,Education (Aggregate levels): Basic,92.6459
CYP,Cyprus,2001,Education (Aggregate levels): Intermediate,121.7644
CYP,Cyprus,2001,Education (Aggregate levels): Advanced,96.1532
CYP,Cyprus,2002,Education (Aggregate levels): Total,326.0748
CYP,Cyprus,2002,Education (Aggregate levels): Less than basic,11.2956
CYP,Cyprus,2002,Education (Aggregate levels): Basic,88.612
CYP,Cyprus,2002,Education (Aggregate levels): Intermediate,122.7378
CYP,Cyprus,2002,Education (Aggregate levels): Advanced,103.4294
CYP,Cyprus,2003,Education (Aggregate levels): Total,341.2027
CYP,Cyprus,2003,Education (Aggregate levels): Less than basic,11.8599
CYP,Cyprus,2003,Education (Aggregate levels): Basic,93.8475
CYP,Cyprus,2003,Education (Aggregate levels): Intermediate,125.183
CYP,Cyprus,2003,Education (Aggregate levels): Advanced,110.3124
CYP,Cyprus,2004,Education (Aggregate levels): Total,351.7081
CYP,Cyprus,2004,Education (Aggregate levels): Less than basic,10.179
CYP,Cyprus,2004,Education (Aggregate levels): Basic,102.8642
CYP,Cyprus,2004,Education (Aggregate levels): Intermediate,127.6837
CYP,Cyprus,2004,Education (Aggregate levels): Advanced,110.9813
CYP,Cyprus,2005,Education (Aggregate levels): Total,367.5237
CYP,Cyprus,2005,Education (Aggregate levels): Less than basic,7.0796
CYP,Cyprus,2005,Education (Aggregate levels): Basic,100.7361
CYP,Cyprus,2005,Education (Aggregate levels): Intermediate,145.5198
CYP,Cyprus,2005,Education (Aggregate levels): Advanced,114.1882
CYP,Cyprus,2006,Education (Aggregate levels): Total,374.285
CYP,Cyprus,2006,Education (Aggregate levels): Less than basic,5.1137
CYP,Cyprus,2006,Education (Aggregate levels): Basic,95.3116
CYP,Cyprus,2006,Education (Aggregate levels): Intermediate,148.9032
CYP,Cyprus,2006,Education (Aggregate levels): Advanced,124.9565
CYP,Cyprus,2007,Education (Aggregate levels): Total,393.3768
CYP,Cyprus,2007,Education (Aggregate levels): Less than basic,5.2216
CYP,Cyprus,2007,Education (Aggregate levels): Basic,91.0448
CYP,Cyprus,2007,Education (Aggregate levels): Intermediate,157.6174
CYP,Cyprus,2007,Education (Aggregate levels): Advanced,139.4931
CYP,Cyprus,2008,Education (Aggregate levels): Total,397.3744
CYP,Cyprus,2008,Education (Aggregate levels): Less than basic,5.2929
CYP,Cyprus,2008,Education (Aggregate levels): Basic,87.9468
CYP,Cyprus,2008,Education (Aggregate levels): Intermediate,157.5797
CYP,Cyprus,2008,Education (Aggregate levels): Advanced,146.5549
CYP,Cyprus,2009,Education (Aggregate levels): Total,404.6221
CYP,Cyprus,2009,Education (Aggregate levels): Less than basic,6.2111
CYP,Cyprus,2009,Education (Aggregate levels): Basic,92.8923
CYP,Cyprus,2009,Education (Aggregate levels): Intermediate,159.0321
CYP,Cyprus,2009,Education (Aggregate levels): Advanced,146.4865
CYP,Cyprus,2010,Education (Aggregate levels): Total,421.6284
CYP,Cyprus,2010,Education (Aggregate levels): Less than basic,6.2736
CYP,Cyprus,2010,Education (Aggregate levels): Basic,94.5315
CYP,Cyprus,2010,Education (Aggregate levels): Intermediate,162.4743
CYP,Cyprus,2010,Education (Aggregate levels): Advanced,158.349
CYP,Cyprus,2011,Education (Aggregate levels): Total,432.1653
CYP,Cyprus,2011,Education (Aggregate levels): Less than basic,5.1158
CYP,Cyprus,2011,Education (Aggregate levels): Basic,90.7656
CYP,Cyprus,2011,Education (Aggregate levels): Intermediate,165.4953
CYP,Cyprus,2011,Education (Aggregate levels): Advanced,170.7886
CYP,Cyprus,2012,Education (Aggregate levels): Total,436.7419
CYP,Cyprus,2012,Education (Aggregate levels): Less than basic,3.7859
CYP,Cyprus,2012,Education (Aggregate levels): Basic,80.3444
CYP,Cyprus,2012,Education (Aggregate levels): Intermediate,171.9742
CYP,Cyprus,2012,Education (Aggregate levels): Advanced,180.6374
CYP,Cyprus,2013,Education (Aggregate levels): Total,433.949
CYP,Cyprus,2013,Education (Aggregate levels): Less than basic,3.419
CYP,Cyprus,2013,Education (Aggregate levels): Basic,75.9818
CYP,Cyprus,2013,Education (Aggregate levels): Intermediate,172.7382
CYP,Cyprus,2013,Education (Aggregate levels): Advanced,181.81
CYP,Cyprus,2014,Education (Aggregate levels): Total,432.2878
CYP,Cyprus,2014,Education (Aggregate levels): Less than basic,3.9866
CYP,Cyprus,2014,Education (Aggregate levels): Basic,76.2107
CYP,Cyprus,2014,Education (Aggregate levels): Intermediate,165.6027
CYP,Cyprus,2014,Education (Aggregate levels): Advanced,186.4878
CYP,Cyprus,2015,Education (Aggregate levels): Total,420.9607
CYP,Cyprus,2015,Education (Aggregate levels): Less than basic,3.9631
CYP,Cyprus,2015,Education (Aggregate levels): Basic,72.4124
CYP,Cyprus,2015,Education (Aggregate levels): Intermediate,161.7754
CYP,Cyprus,2015,Education (Aggregate levels): Advanced,182.8098
CYP,Cyprus,2016,Education (Aggregate levels): Total,417.0692
CYP,Cyprus,2016,Education (Aggregate levels): Less than basic,2.8852
CYP,Cyprus,2016,Education (Aggregate levels): Basic,69.8622
CYP,Cyprus,2016,Education (Aggregate levels): Intermediate,158.1712
CYP,Cyprus,2016,Education (Aggregate levels): Advanced,186.1506
CYP,Cyprus,2017,Education (Aggregate levels): Total,426.7887
CYP,Cyprus,2017,Education (Aggregate levels): Less than basic,2.238
CYP,Cyprus,2017,Education (Aggregate levels): Basic,65.4806
CYP,Cyprus,2017,Education (Aggregate levels): Intermediate,167.6103
CYP,Cyprus,2017,Education (Aggregate levels): Advanced,191.4598
CYP,Cyprus,2018,Education (Aggregate levels): Total,437.4946
CYP,Cyprus,2018,Education (Aggregate levels): Less than basic,2.2481
CYP,Cyprus,2018,Education (Aggregate levels): Basic,63.8607
CYP,Cyprus,2018,Education (Aggregate levels): Intermediate,171.4396
CYP,Cyprus,2018,Education (Aggregate levels): Advanced,199.9462
CYP,Cyprus,1999,Education (Aggregate levels): Total,296.103
CYP,Cyprus,1999,Education (Aggregate levels): Less than basic,10.653
CYP,Cyprus,1999,Education (Aggregate levels): Basic,90.251
CYP,Cyprus,1999,Education (Aggregate levels): Intermediate,120.464
CYP,Cyprus,1999,Education (Aggregate levels): Advanced,74.738
CZE,Czech Republic,1998,Education (Aggregate levels): Total,5137.1944
CZE,Czech Republic,1998,Education (Aggregate levels): Basic,536.639
CZE,Czech Republic,1998,Education (Aggregate levels): Intermediate,4038.7495
CZE,Czech Republic,1998,Education (Aggregate levels): Advanced,552.2816
CZE,Czech Republic,1998,Education (Aggregate levels): Level not stated,9.5243
CZE,Czech Republic,1999,Education (Aggregate levels): Total,5152.9554
CZE,Czech Republic,1999,Education (Aggregate levels): Basic,520.2184
CZE,Czech Republic,1999,Education (Aggregate levels): Intermediate,4046.5995
CZE,Czech Republic,1999,Education (Aggregate levels): Advanced,580.9689
CZE,Czech Republic,1999,Education (Aggregate levels): Level not stated,5.1686
CZE,Czech Republic,2000,Education (Aggregate levels): Total,5124.1077
CZE,Czech Republic,2000,Education (Aggregate levels): Basic,529.5918
CZE,Czech Republic,2000,Education (Aggregate levels): Intermediate,3988.6431
CZE,Czech Republic,2000,Education (Aggregate levels): Advanced,605.109
CZE,Czech Republic,2000,Education (Aggregate levels): Level not stated,0.7638
CZE,Czech Republic,2001,Education (Aggregate levels): Total,5087.0441
CZE,Czech Republic,2001,Education (Aggregate levels): Basic,522.5081
CZE,Czech Republic,2001,Education (Aggregate levels): Intermediate,3938.6157
CZE,Czech Republic,2001,Education (Aggregate levels): Advanced,624.2171
CZE,Czech Republic,2001,Education (Aggregate levels): Level not stated,1.7032
CZE,Czech Republic,2002,Education (Aggregate levels): Total,5089.9694
CZE,Czech Republic,2002,Education (Aggregate levels): Less than basic,2.2253
CZE,Czech Republic,2002,Education (Aggregate levels): Basic,445.1252
CZE,Czech Republic,2002,Education (Aggregate levels): Intermediate,4007.8822
